Age,Income,Clicks,Click Time,Conversion Rate,CTR,Click Hour,Click Day,Gender_Male,Gender_Other,Location_Suburban,Location_Urban,Ad Type_Native,Ad Type_Text,Ad Type_Video,Ad Topic_Finance,Ad Topic_Food,Ad Topic_Health,Ad Topic_Technology,Ad Topic_Travel,Ad Placement_Social Media,Ad Placement_Website
26,39611.68,8,2023-07-01 20:45:56.906439,0.0826,0.0693,20,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49,86622.5,6,2024-01-31 20:45:56.906439,0.1229,0.0496,20,2,True,False,False,False,False,False,True,True,False,False,False,False,False,True
40,43465.98,7,2023-08-03 20:45:56.906439,0.2365,0.034,20,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False
33,9237.97,7,2023-05-12 20:45:56.906439,0.6225,0.026,20,4,True,False,False,False,False,True,False,False,False,False,True,False,False,True
22,63438.56,3,2023-07-05 20:45:56.906439,0.2339,0.0371,20,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True
28,29494.76,7,2023-12-22 20:45:56.906439,0.1907,0.0518,20,4,False,True,False,False,False,False,True,False,False,False,False,True,True,False
28,55826.91,6,2023-07-20 20:45:56.906439,0.1901,0.0544,20,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False
24,38164.59,5,2023-12-08 20:45:56.906439,0.0721,0.0549,20,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False
46,64976.38,5,2023-06-30 20:45:56.906439,0.037,0.0707,20,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False
21,83449.22,5,2024-04-12 20:45:56.906439,0.3032,0.0141,20,4,True,False,True,False,False,False,True,False,False,True,False,False,True,False
44,66791.9,5,2024-01-17 20:45:56.906439,0.0399,0.0342,20,2,True,False,True,False,False,True,False,False,False,False,False,False,True,False
59,84358.96,4,2023-11-14 20:45:56.906439,0.2786,0.011,20,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False
37,17082.62,4,2024-02-01 20:45:56.906439,0.1224,0.0592,20,3,True,False,False,True,False,True,False,False,False,True,False,False,False,True
22,15529.91,3,2023-08-17 20:45:56.906439,0.2561,0.0296,20,3,False,False,False,False,False,False,True,True,False,False,False,False,True,False
24,62559.7,5,2023-10-11 20:45:56.906439,0.1517,0.0582,20,2,False,False,False,True,False,False,True,False,True,False,False,False,False,False
45,25398.84,2,2024-02-02 20:45:56.906439,0.0602,0.0525,20,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False
37,54127.37,8,2024-04-09 20:45:56.906439,0.1925,0.0314,20,1,True,False,False,True,True,False,False,False,False,False,False,False,False,True
49,84867.35,5,2024-03-23 20:45:56.906439,0.1287,0.0285,20,5,False,True,True,False,False,True,False,False,False,False,True,False,False,True
46,54693.06,2,2023-05-11 20:45:56.906439,0.3184,0.058,20,3,True,False,False,False,False,False,True,False,True,False,False,False,False,True
37,65214.28,4,2023-04-25 20:45:56.906439,0.327,0.0848,20,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False
42,43228.78,6,2024-02-18 20:45:56.906439,0.0411,0.0948,20,6,False,True,False,False,False,True,False,False,False,False,True,False,False,False
62,45794.05,5,2024-01-13 20:45:56.906439,0.2262,0.0561,20,5,False,False,False,True,False,False,True,False,False,True,False,False,False,True
56,50119.18,4,2023-06-26 20:45:56.906439,0.3354,0.0575,20,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
30,78521.54,7,2024-01-08 20:45:56.906439,0.4275,0.0338,20,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False
49,50284.32,4,2023-10-27 20:45:56.906439,0.2229,0.0558,20,4,True,False,True,False,False,False,False,False,False,False,True,False,False,False
43,41186.77,2,2024-04-13 20:45:56.906439,0.4075,0.0711,20,5,False,True,True,False,False,False,True,False,False,True,False,False,False,True
52,55409.94,7,2024-02-10 20:45:56.906439,0.1316,0.0124,20,5,False,False,False,False,False,True,False,False,False,False,False,True,False,True
45,28505.16,1,2023-08-29 20:45:56.906439,0.0391,0.0594,20,1,False,True,False,True,False,False,True,False,False,True,False,False,False,True
20,23146.99,5,2023-06-03 20:45:56.906439,0.1685,0.0467,20,5,False,False,True,False,False,False,False,True,False,False,False,False,False,True
43,25110.35,3,2023-04-26 20:45:56.906439,0.1342,0.0239,20,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
63,32051.1,0,2023-08-04 20:45:56.906439,0.6195,0.0347,20,4,True,False,False,False,True,False,False,False,True,False,False,False,False,True
23,49453.91,6,2023-06-26 20:45:56.906439,0.0985,0.0927,20,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True
32,76970.38,9,2023-10-29 20:45:56.906439,0.4458,0.0145,20,6,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,44420.67,7,2024-04-15 20:45:56.906439,0.3081,0.0568,20,0,False,True,True,False,False,True,False,False,True,False,False,False,False,False
52,70503.41,6,2023-05-09 20:45:56.906439,0.1957,0.065,20,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False
40,45717.48,5,2023-05-07 20:45:56.906439,0.0979,0.0588,20,6,True,False,True,False,False,False,True,False,True,False,False,False,False,True
33,58156.81,5,2024-03-28 20:45:56.906439,0.1999,0.0877,20,3,True,False,False,True,False,False,True,False,False,False,False,True,True,False
27,56347.4,7,2023-09-29 20:45:56.906439,0.2196,0.0423,20,4,False,True,False,False,False,False,False,False,False,False,False,True,False,True
30,57392.77,4,2024-02-19 20:45:56.906439,0.4485,0.0395,20,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
28,49500.57,9,2023-10-09 20:45:56.906439,0.4,0.0682,20,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False
18,70430.84,8,2024-02-09 20:45:56.906439,0.2839,0.0485,20,4,False,True,False,False,False,True,False,False,False,True,False,False,False,True
21,62233.15,6,2023-10-13 20:45:56.906439,0.2773,0.0441,20,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False
48,32528.78,5,2023-12-09 20:45:56.906439,0.3415,0.0423,20,5,False,False,False,True,False,False,False,False,False,True,False,False,False,True
27,88316.07,6,2023-05-27 20:45:56.906439,0.1727,0.0095,20,5,False,False,True,False,False,False,False,False,False,False,False,True,True,False
36,70815.1,2,2024-03-18 20:45:56.906439,0.3367,0.0502,20,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
42,47474.39,0,2024-03-04 20:45:56.906439,0.1151,0.0539,20,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False
54,46769.64,6,2023-08-19 20:45:56.906439,0.2734,0.035,20,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False
38,27949.33,6,2024-04-15 20:45:56.906439,0.1204,0.1141,20,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
25,64339.3,5,2023-08-26 20:45:56.906439,0.0988,0.0274,20,5,True,False,False,False,False,True,False,True,False,False,False,False,False,False
42,88228.84,5,2024-01-18 20:45:56.906439,0.0131,0.0692,20,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False
45,35649.64,9,2023-10-22 20:45:56.906439,0.1621,0.0712,20,6,True,False,False,True,False,False,True,False,False,False,True,False,False,False
34,44322.78,9,2024-04-14 20:45:56.906439,0.1652,0.0111,20,6,True,False,True,False,True,False,False,False,False,False,True,False,False,True
34,53630.61,4,2023-06-21 20:45:56.906439,0.2131,0.0437,20,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38,51019.96,7,2023-08-22 20:45:56.906439,0.1195,0.0366,20,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,53202.0,5,2023-07-01 20:45:56.906439,0.0738,0.029,20,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True
38,76412.04,4,2023-06-15 20:45:56.906439,0.2315,0.0267,20,3,True,False,False,True,False,False,False,False,False,True,False,False,False,True
19,9850.5,2,2023-08-04 20:45:56.906439,0.3262,0.0532,20,4,False,False,False,True,True,False,False,False,False,False,True,False,False,True
22,71549.33,4,2023-11-05 20:45:56.906439,0.3928,0.0416,20,6,True,False,True,False,False,False,False,True,False,False,False,False,False,False
44,43979.66,4,2023-06-24 20:45:56.906439,0.1455,0.0427,20,5,False,False,True,False,False,False,True,False,True,False,False,False,True,False
38,49682.63,2,2023-09-07 20:45:56.906439,0.074,0.0843,20,3,True,False,False,True,False,True,False,False,False,False,False,True,False,False
50,55898.25,6,2023-06-07 20:45:56.906439,0.1997,0.0376,20,2,True,False,True,False,False,True,False,False,False,False,False,True,False,True
32,31689.02,5,2024-01-15 20:45:56.906439,0.3422,0.0319,20,0,True,False,True,False,False,True,False,False,False,False,False,True,True,False
52,31632.61,2,2024-01-21 20:45:56.906439,0.3802,0.0623,20,6,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34,58119.0,10,2023-11-25 20:45:56.906439,0.136,0.0544,20,5,False,False,False,True,True,False,False,False,False,True,False,False,False,True
54,30304.42,3,2023-07-04 20:45:56.906439,0.1218,0.0132,20,1,True,False,False,True,False,True,False,False,False,False,True,False,False,True
43,43872.72,8,2023-08-22 20:45:56.906439,0.1319,0.0136,20,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
67,55537.12,2,2024-04-15 20:45:56.906439,0.2777,0.0697,20,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
31,63598.3,7,2023-11-27 20:45:56.906439,0.2632,0.0277,20,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
48,52748.76,2,2023-10-10 20:45:56.906439,0.2982,0.0502,20,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False
48,14463.66,5,2023-07-04 20:45:56.906439,0.1464,0.0451,20,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False
26,70917.88,9,2024-04-17 20:45:56.906439,0.1387,0.0466,20,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False
32,19992.1,10,2023-10-14 20:45:56.906439,0.29,0.0223,20,5,False,False,False,False,False,True,False,True,False,False,False,False,True,False
36,104230.94,3,2023-11-05 20:45:56.906439,0.0662,0.0346,20,6,False,False,False,False,False,True,False,False,False,False,True,False,True,False
46,50632.68,3,2023-12-19 20:45:56.906439,0.1243,0.0651,20,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
44,50475.16,7,2023-09-13 20:45:56.906439,0.3158,0.0322,20,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False
40,77718.84,8,2023-12-08 20:45:56.906439,0.457,0.095,20,4,True,False,False,False,True,False,False,False,False,False,False,True,True,False
47,45798.86,4,2024-02-27 20:45:56.906439,0.135,0.0791,20,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False
26,60512.96,3,2024-04-12 20:45:56.906439,0.1232,0.0185,20,4,False,True,True,False,False,True,False,False,False,True,False,False,False,False
30,48148.5,12,2023-10-01 20:45:56.906439,0.2257,0.0398,20,6,False,False,True,False,False,True,False,False,True,False,False,False,True,False
46,20867.05,7,2023-06-26 20:45:56.906439,0.2202,0.0574,20,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
41,82148.18,5,2023-11-26 20:45:56.906439,0.2358,0.0262,20,6,False,False,False,True,False,False,True,False,False,True,False,False,True,False
31,41755.76,5,2023-11-11 20:45:56.906439,0.1824,0.0636,20,5,False,True,False,True,False,False,True,False,True,False,False,False,False,False
54,33998.04,4,2023-07-16 20:45:56.906439,0.3681,0.0368,20,6,True,False,True,False,False,False,False,True,False,False,False,False,True,False
27,64249.76,5,2023-11-05 20:45:56.906439,0.1564,0.0849,20,6,True,False,True,False,True,False,False,False,False,True,False,False,False,True
30,92598.32,9,2024-02-03 20:45:56.906439,0.5341,0.0758,20,5,True,False,False,True,True,False,False,False,True,False,False,False,True,False
47,49480.62,7,2023-08-01 20:45:56.906439,0.1206,0.0543,20,1,True,False,True,False,False,False,True,False,True,False,False,False,False,True
35,44650.46,8,2023-06-22 20:45:56.906439,0.3613,0.0876,20,3,True,False,True,False,False,False,True,False,True,False,False,False,False,True
42,46911.58,3,2024-02-02 20:45:56.906439,0.1091,0.0637,20,4,False,False,False,False,False,False,True,False,False,False,True,False,False,True
51,67239.17,5,2023-07-25 20:45:56.906439,0.1209,0.0237,20,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False
46,52865.51,2,2024-03-24 20:45:56.906439,0.0555,0.06,20,6,True,False,False,True,False,False,False,False,False,False,False,True,False,False
44,73909.5,6,2023-11-05 20:45:56.906439,0.241,0.0625,20,6,False,False,False,False,True,False,False,False,False,True,False,False,True,False
21,27331.15,3,2024-04-03 20:45:56.906439,0.1295,0.0795,20,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
42,46344.11,4,2024-01-10 20:45:56.906439,0.0924,0.0399,20,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False
34,47654.54,9,2024-02-07 20:45:56.906439,0.119,0.0242,20,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
42,52858.13,8,2024-04-08 20:45:56.906439,0.5114,0.036,20,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True
34,26934.71,5,2024-01-10 20:45:56.906439,0.1291,0.0534,20,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False
39,55777.41,6,2023-09-15 20:45:56.906439,0.0927,0.045,20,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False
47,53512.77,3,2023-09-18 20:45:56.906439,0.0524,0.0547,20,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False
38,61607.92,10,2024-04-06 20:45:56.906439,0.4191,0.0503,20,5,True,False,True,False,False,False,True,False,False,False,False,True,False,False
34,39741.36,5,2023-08-07 20:45:56.906439,0.1176,0.0745,20,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False
50,68232.96,11,2023-11-03 20:45:56.906439,0.083,0.0612,20,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True
34,47849.82,3,2024-01-22 20:45:56.906439,0.2146,0.0287,20,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False
64,96472.57,11,2023-09-22 20:45:56.906439,0.3351,0.0627,20,4,False,False,True,False,True,False,False,False,False,False,False,False,False,True
49,26357.59,9,2023-07-18 20:45:56.906439,0.1021,0.05,20,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False
46,61563.49,2,2024-03-04 20:45:56.906439,0.2977,0.066,20,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
23,59177.54,4,2023-12-14 20:45:56.906439,0.2509,0.0383,20,3,True,False,False,True,False,False,False,True,False,False,False,False,False,True
31,47366.59,4,2024-01-20 20:45:56.906439,0.2594,0.0225,20,5,True,False,False,False,False,False,False,False,False,False,False,True,True,False
33,50100.93,9,2023-06-23 20:45:56.906439,0.1935,0.0331,20,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False
40,60623.62,3,2023-12-31 20:45:56.906439,0.1104,0.0483,20,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False
19,35226.31,8,2024-01-29 20:45:56.906439,0.14,0.067,20,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False
44,67725.64,4,2023-06-27 20:45:56.906439,0.2958,0.0498,20,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False
34,75378.83,7,2024-03-11 20:45:56.906439,0.2938,0.0684,20,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False
37,79901.11,7,2024-02-06 20:45:56.906439,0.3911,0.047,20,1,True,False,True,False,True,False,False,False,False,False,True,False,True,False
32,68218.27,3,2023-12-31 20:45:56.906439,0.1006,0.031,20,6,False,False,False,False,False,False,False,False,False,False,False,True,True,False
21,51892.97,6,2023-11-03 20:45:56.906439,0.0711,0.0482,20,4,False,False,False,True,False,False,True,False,True,False,False,False,False,True
21,29004.26,5,2024-01-31 20:45:56.906439,0.2672,0.0352,20,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False
48,65734.39,5,2023-08-20 20:45:56.906439,0.3993,0.0385,20,6,False,False,True,False,False,False,False,False,False,False,True,False,True,False
18,54382.79,4,2024-03-29 20:45:56.906439,0.195,0.0135,20,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False
18,66300.49,5,2023-08-04 20:45:56.906439,0.3008,0.0653,20,4,False,False,False,True,False,True,False,True,False,False,False,False,False,True
30,51261.16,2,2023-10-27 20:45:56.906439,0.1718,0.0548,20,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False
41,52008.8,5,2023-06-25 20:45:56.906439,0.1893,0.0934,20,6,False,True,False,False,True,False,False,False,True,False,False,False,True,False
21,79924.01,2,2023-06-02 20:45:56.906439,0.2951,0.0588,20,4,True,False,False,True,True,False,False,False,True,False,False,False,False,False
53,57637.93,5,2023-07-27 20:45:56.906439,0.2099,0.053,20,3,True,False,False,True,False,False,True,False,False,False,False,False,False,True
56,43566.16,5,2023-09-23 20:45:56.906439,0.2758,0.0535,20,5,False,True,True,False,False,False,False,False,False,False,True,False,True,False
21,82464.9,5,2023-10-25 20:45:56.906439,0.2885,0.0978,20,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False
31,59265.48,4,2024-02-14 20:45:56.906439,0.1555,0.0608,20,2,True,False,True,False,False,False,True,True,False,False,False,False,False,False
23,56959.49,4,2024-01-26 20:45:56.906439,0.1871,0.0541,20,4,False,False,True,False,True,False,False,False,False,False,False,True,True,False
39,51810.76,7,2023-05-25 20:45:56.906439,0.3394,0.0442,20,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False
46,50157.7,6,2023-07-13 20:45:56.906439,0.064,0.0908,20,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True
65,72836.41,6,2023-06-26 20:45:56.906439,0.2463,0.0242,20,0,False,True,False,False,False,True,False,True,False,False,False,False,True,False
21,45871.8,7,2023-05-17 20:45:56.906439,0.0945,0.0655,20,2,False,True,False,False,False,True,False,False,True,False,False,False,False,True
55,52928.12,4,2023-06-25 20:45:56.906439,0.1955,0.0289,20,6,False,True,True,False,False,True,False,True,False,False,False,False,False,False
55,46759.52,3,2023-11-14 20:45:56.906439,0.2209,0.0734,20,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False
37,27628.63,4,2023-11-30 20:45:56.906439,0.3899,0.0777,20,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False
44,51102.07,2,2023-07-28 20:45:56.906439,0.0586,0.0405,20,4,False,False,False,False,False,True,False,False,False,False,True,False,True,False
48,51911.89,5,2023-10-23 20:45:56.906439,0.0378,0.0786,20,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
64,53829.96,5,2024-02-11 20:45:56.906439,0.3351,0.0221,20,6,True,False,False,True,True,False,False,False,False,False,True,False,False,True
42,45109.94,7,2024-03-25 20:45:56.906439,0.0648,0.099,20,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
34,71547.81,7,2023-04-26 20:45:56.906439,0.054,0.0662,20,2,True,False,False,True,True,False,False,False,False,True,False,False,True,False
22,65543.69,5,2024-01-30 20:45:56.906439,0.2512,0.0316,20,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True
39,9946.1,3,2023-11-10 20:45:56.906439,0.1545,0.043,20,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False
50,22241.27,4,2023-10-01 20:45:56.906439,0.0357,0.0881,20,6,True,False,False,True,False,False,True,False,True,False,False,False,False,True
38,86336.29,4,2023-04-23 20:45:56.906439,0.2816,0.0539,20,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False
23,23117.16,4,2024-03-19 20:45:56.906439,0.0768,0.0208,20,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False
36,46181.4,4,2023-07-28 20:45:56.906439,0.3493,0.0732,20,4,False,False,False,False,False,False,True,False,True,False,False,False,True,False
33,44924.84,5,2024-01-11 20:45:56.906439,0.1487,0.0243,20,3,True,False,True,False,False,False,True,False,False,False,False,True,False,False
38,41332.85,3,2024-03-20 20:45:56.906439,0.3369,0.0443,20,2,False,False,False,True,True,False,False,False,False,True,False,False,False,True
43,26131.54,1,2023-07-08 20:45:56.906439,0.3646,0.0682,20,5,True,False,False,True,False,False,False,False,False,False,True,False,False,False
43,67767.13,4,2023-09-20 20:45:56.906439,0.0371,0.0557,20,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False
41,77593.49,6,2023-12-03 20:45:56.906439,0.1212,0.0558,20,6,True,False,False,False,False,True,False,False,False,False,True,False,True,False
34,33883.28,7,2024-01-14 20:45:56.906439,0.1547,0.0315,20,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False
34,20874.1,2,2023-06-08 20:45:56.906439,0.2056,0.0942,20,3,True,False,False,False,False,False,True,False,False,True,False,False,True,False
50,45173.82,4,2023-10-15 20:45:56.906439,0.3264,0.0831,20,6,False,False,False,True,False,False,True,False,True,False,False,False,True,False
22,27521.98,5,2024-01-27 20:45:56.906439,0.0803,0.0784,20,5,True,False,False,True,True,False,False,False,False,False,True,False,False,True
39,43571.57,4,2023-06-19 20:45:56.906439,0.049,0.0262,20,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
40,85813.29,5,2023-05-27 20:45:56.906439,0.0551,0.0416,20,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False
48,44092.27,3,2023-08-20 20:45:56.906439,0.0944,0.0767,20,6,True,False,False,False,False,True,False,False,False,False,False,True,True,False
34,28007.82,3,2023-06-20 20:45:56.906439,0.1789,0.0771,20,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True
22,80391.81,11,2023-08-14 20:45:56.906439,0.3049,0.0411,20,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
47,58771.54,3,2023-12-23 20:45:56.906439,0.5159,0.0436,20,5,False,False,True,False,False,False,True,False,False,False,False,True,False,True
37,48568.78,6,2024-04-18 20:45:56.906439,0.2596,0.0488,20,3,False,False,False,False,False,True,False,True,False,False,False,False,True,False
44,25568.66,7,2024-04-04 20:45:56.906439,0.2093,0.0242,20,3,True,False,True,False,True,False,False,False,False,False,True,False,False,True
41,26897.94,4,2023-09-26 20:45:56.906439,0.2031,0.1078,20,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False
31,39747.94,8,2023-12-16 20:45:56.906439,0.422,0.0719,20,5,True,False,False,False,False,False,True,False,False,False,False,True,False,True
32,60159.66,3,2024-01-03 20:45:56.906439,0.0635,0.0872,20,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
62,18024.26,4,2023-12-15 20:45:56.906439,0.1278,0.0659,20,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False
41,62814.15,5,2024-01-29 20:45:56.906439,0.2405,0.0754,20,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True
33,74528.16,5,2023-11-14 20:45:56.906439,0.0961,0.0797,20,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True
41,38957.43,0,2024-01-31 20:45:56.906439,0.2141,0.0582,20,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False
38,60766.31,2,2023-06-04 20:45:56.906439,0.1719,0.035,20,6,True,False,False,True,True,False,False,False,False,False,False,False,True,False
44,26995.0,2,2023-09-12 20:45:56.906439,0.0993,0.0545,20,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
62,59194.09,1,2023-08-05 20:45:56.906439,0.244,0.0601,20,5,True,False,False,True,False,False,False,False,False,False,True,False,True,False
23,56520.98,2,2023-05-28 20:45:56.906439,0.1309,0.029,20,6,False,False,False,True,False,True,False,False,True,False,False,False,False,True
31,51078.31,6,2024-02-27 20:45:56.906439,0.1299,0.0584,20,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False
39,69922.97,6,2024-01-19 20:45:56.906439,0.2477,0.0809,20,4,True,False,False,True,False,False,False,False,False,False,True,False,True,False
51,2211.08,3,2023-12-14 20:45:56.906439,0.0837,0.0305,20,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24,43916.67,4,2023-10-03 20:45:56.906439,0.1225,0.0287,20,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
53,44632.54,6,2023-12-31 20:45:56.906439,0.1957,0.055,20,6,False,False,True,False,False,True,False,False,False,False,False,False,True,False
21,48110.55,1,2023-11-18 20:45:56.906439,0.086,0.0411,20,5,True,False,False,True,True,False,False,True,False,False,False,False,True,False
26,61211.47,10,2023-08-09 20:45:56.906439,0.2523,0.0455,20,2,True,False,True,False,False,True,False,False,False,False,False,True,False,False
44,64861.97,9,2024-03-07 20:45:56.906439,0.0572,0.0603,20,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False
29,37659.57,5,2023-07-10 20:45:56.906439,0.0995,0.0013,20,0,True,False,True,False,False,False,True,False,False,False,False,True,False,True
31,40206.6,5,2023-04-23 20:45:56.906439,0.1597,0.0617,20,6,True,False,False,True,False,False,True,False,False,False,False,True,False,True
23,16450.0,6,2024-01-05 20:45:56.906439,0.1961,0.0704,20,4,True,False,True,False,True,False,False,True,False,False,False,False,False,True
45,68553.34,5,2023-07-06 20:45:56.906439,0.4693,0.0484,20,3,True,False,True,False,False,False,True,False,True,False,False,False,False,False
29,43299.42,6,2023-06-27 20:45:56.906439,0.3113,0.0354,20,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False
36,44243.13,6,2024-01-19 20:45:56.906439,0.5392,0.0,20,4,True,False,False,False,False,False,True,False,False,False,True,False,False,True
28,54999.52,3,2023-10-18 20:45:56.906439,0.1871,0.0469,20,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,33326.4,5,2023-10-12 20:45:56.906439,0.2203,0.019,20,3,True,False,False,False,False,True,False,False,True,False,False,False,True,False
32,71391.41,8,2024-02-25 20:45:56.906439,0.1543,0.0284,20,6,True,False,True,False,False,False,True,False,False,False,False,False,False,False
39,32480.48,7,2023-08-10 20:45:56.906439,0.219,0.0785,20,3,True,False,False,True,True,False,False,True,False,False,False,False,False,True
36,41172.42,6,2023-08-25 20:45:56.906439,0.3235,0.061,20,4,False,False,True,False,False,True,False,False,False,False,True,False,False,True
41,21045.77,6,2023-12-07 20:45:56.906439,0.3948,0.0622,20,3,True,False,False,False,True,False,False,False,True,False,False,False,False,True
32,56414.24,3,2023-05-21 20:45:56.906439,0.3036,0.0534,20,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,36679.77,6,2023-12-12 20:45:56.906439,0.0829,0.0638,20,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
46,49920.4,4,2024-01-29 20:45:56.906439,0.2704,0.0164,20,0,True,False,False,True,True,False,False,False,False,True,False,False,False,True
54,55192.1,7,2023-10-25 20:45:56.906439,0.1459,0.046,20,2,False,False,False,False,False,False,True,False,True,False,False,False,False,True
36,22022.94,3,2023-11-06 20:45:56.906439,0.2934,0.0343,20,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False
34,32820.68,5,2023-06-19 20:45:56.906439,0.2258,0.0483,20,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True
32,57646.09,5,2023-12-10 20:45:56.906439,0.2243,0.0425,20,6,True,False,False,True,False,False,False,False,False,False,False,True,False,True
39,60234.65,8,2023-12-30 20:45:56.906439,0.4207,0.0298,20,5,False,True,False,False,False,True,False,False,False,False,False,True,True,False
25,61598.08,4,2023-11-19 20:45:56.906439,0.2202,0.0647,20,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False
23,34069.59,7,2023-06-29 20:45:56.906439,0.0835,0.0807,20,3,True,False,False,True,False,False,True,False,False,False,False,False,True,False
43,28411.73,1,2023-05-01 20:45:56.906439,0.4811,0.0404,20,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
44,39078.61,7,2023-12-06 20:45:56.906439,0.0912,0.0458,20,2,True,False,True,False,False,True,False,True,False,False,False,False,False,False
31,21201.54,5,2023-12-08 20:45:56.906439,0.0854,0.0468,20,4,False,False,False,False,True,False,False,False,False,False,False,True,False,True
34,68746.82,4,2023-06-01 20:45:56.906439,0.2052,0.0306,20,3,True,False,False,True,False,True,False,False,True,False,False,False,False,False
