Age,Gender,Income,Location,Clicks,Conversion Rate,CTR,Click_Hour,Click_DayOfWeek,Click_Month,Ad Type_Banner,Ad Type_Native,Ad Type_Text,Ad Type_Video,Ad Topic_Fashion,Ad Topic_Finance,Ad Topic_Food,Ad Topic_Health,Ad Topic_Technology,Ad Topic_Travel,Ad Placement_Search Engine,Ad Placement_Social Media,Ad Placement_Website
27.0,0,46048.59,1,5,0.1344,0.0415,20,2,11,False,False,True,False,False,False,False,True,False,False,False,True,False
33.0,1,59674.13,2,2,0.2061,0.058,20,3,8,False,False,False,True,False,False,True,False,False,False,True,False,False
36.0,0,2510.8,2,5,0.4463,0.0562,20,5,4,False,False,False,True,False,True,False,False,False,False,False,False,True
21.0,0,55794.19,2,7,0.1809,0.0471,20,2,11,False,True,False,False,False,False,False,False,True,False,False,False,True
36.0,1,62169.96,0,7,0.104,0.064,20,2,8,False,False,False,True,False,False,False,False,True,False,True,False,False
40.0,1,17591.4,0,4,0.0938,0.0666,20,1,11,False,False,True,False,False,True,False,False,False,False,False,False,True
36.0,1,76285.34,2,6,0.3909,0.0689,20,5,3,False,True,False,False,False,False,True,False,False,False,True,False,False
34.0,0,62688.86,1,10,0.2249,0.0227,20,0,6,True,False,False,False,False,False,True,False,False,False,False,False,True
22.0,1,41619.96,0,2,0.1338,0.0515,20,0,2,False,False,False,True,False,False,False,False,False,True,False,False,True
39.0,1,40222.67,2,5,0.0971,0.0269,20,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False
30.0,1,62144.7,0,5,0.2857,0.0614,20,6,12,True,False,False,False,False,False,False,False,False,True,True,False,False
54.0,1,69017.85,1,5,0.1019,0.071,20,4,5,False,False,True,False,False,False,False,True,False,False,False,False,True
37.0,0,37199.77,0,3,0.0846,0.097,20,3,2,True,False,False,False,True,False,False,False,False,False,False,True,False
23.0,2,79961.52,2,4,0.1771,0.0843,20,2,11,False,False,False,True,False,False,False,False,True,False,False,False,True
28.0,1,6255.49,0,5,0.1314,0.0511,20,3,4,False,False,False,True,False,False,False,True,False,False,True,False,False
36.0,0,31493.1,0,2,0.1364,0.044,20,2,1,False,False,True,False,False,True,False,False,False,False,False,False,True
51.0,1,16079.11,1,5,0.1362,0.0744,20,4,6,False,False,True,False,False,True,False,False,False,False,True,False,False
36.0,1,81080.61,1,6,0.1595,0.0354,20,2,3,False,True,False,False,False,False,True,False,False,False,False,True,False
21.0,0,72152.62,1,8,0.2745,0.0678,20,2,8,False,True,False,False,False,True,False,False,False,False,False,True,False
32.0,1,58205.55,2,4,0.1014,0.0555,20,6,4,False,True,False,False,False,False,False,True,False,False,False,False,True
35.0,0,57143.44,1,7,0.1455,0.0135,20,4,7,False,True,False,False,False,True,False,False,False,False,False,False,True
36.0,1,50488.96,2,5,0.1635,0.0464,20,5,6,False,True,False,False,False,False,False,True,False,False,False,False,True
21.0,0,72865.42,1,9,0.2673,0.0331,20,4,12,True,False,False,False,False,False,False,True,False,False,True,False,False
38.0,0,82756.45,1,4,0.1142,0.0243,20,6,1,False,False,True,False,False,False,False,False,False,True,False,False,True
51.0,1,52077.82,2,10,0.2607,0.0292,20,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False
40.0,2,73814.7,2,5,0.2407,0.067,20,4,3,False,False,True,False,False,True,False,False,False,False,False,True,False
34.0,1,35983.19,0,5,0.1273,0.0425,20,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False
36.0,0,41871.68,0,8,0.074,0.0692,20,2,6,False,True,False,False,False,False,False,False,False,True,False,False,True
25.0,1,72799.64,0,5,0.3522,0.076,20,0,7,False,False,False,True,False,True,False,False,False,False,False,False,True
42.0,1,66964.88,1,8,0.1247,0.0236,20,6,7,False,True,False,False,False,False,False,False,True,False,True,False,False
51.0,0,33442.76,0,2,0.219,0.0617,20,5,9,False,False,True,False,False,False,False,False,True,False,False,True,False
48.0,2,74331.84,0,7,0.1695,0.0645,20,6,10,True,False,False,False,False,False,False,False,True,False,False,True,False
37.0,0,46315.61,2,5,0.1398,0.0785,20,1,1,False,False,True,False,False,False,False,False,False,True,False,True,False
53.0,1,60767.21,1,4,0.1657,0.0198,20,5,2,False,False,True,False,False,False,False,False,True,False,False,False,True
78.0,0,50272.93,1,2,0.2103,0.0917,20,1,7,False,False,False,True,False,False,True,False,False,False,False,False,True
26.0,1,17532.03,2,4,0.2299,0.0087,20,6,4,True,False,False,False,False,False,False,True,False,False,True,False,False
23.0,1,42417.76,1,6,0.0263,0.0483,20,5,9,True,False,False,False,False,False,True,False,False,False,False,True,False
57.0,1,32977.86,0,8,0.5576,0.0404,20,5,9,False,False,True,False,False,False,False,False,False,True,False,True,False
38.0,0,24267.51,0,2,0.0345,0.0576,20,3,9,True,False,False,False,False,False,False,False,True,False,False,True,False
36.0,0,13881.68,2,3,0.3008,0.0204,20,5,6,False,False,False,True,False,False,False,False,True,False,True,False,False
40.0,1,72005.19,2,7,0.1643,0.021,20,0,9,False,False,False,True,False,False,False,True,False,False,False,False,True
25.0,0,36136.92,0,2,0.2749,0.0766,20,1,9,False,True,False,False,False,False,False,False,False,True,True,False,False
19.0,0,45818.49,0,7,0.1923,0.0648,20,0,8,False,False,False,True,True,False,False,False,False,False,False,False,True
23.0,0,50135.82,2,4,0.0965,0.0324,20,1,2,False,False,True,False,False,False,True,False,False,False,False,False,True
53.0,0,29536.31,2,3,0.1336,0.0773,20,0,2,False,True,False,False,False,True,False,False,False,False,False,True,False
36.0,1,20599.72,0,3,0.0352,0.0779,20,1,2,False,False,True,False,False,False,False,False,False,True,True,False,False
42.0,1,80858.8,0,3,0.1875,0.0673,20,0,8,False,False,False,True,True,False,False,False,False,False,False,False,True
26.0,0,60611.72,1,17,0.0179,0.0411,20,0,8,False,True,False,False,False,False,False,True,False,False,False,True,False
29.0,1,64599.49,1,8,0.2052,0.0351,20,2,10,False,True,False,False,False,False,False,True,False,False,False,True,False
46.0,0,59070.37,2,5,0.2126,0.029,20,4,12,False,False,True,False,False,False,False,False,False,True,False,True,False
47.0,1,53362.6,0,6,0.1654,0.0857,20,1,7,False,False,False,True,False,True,False,False,False,False,False,True,False
40.0,1,82048.3,2,3,0.1695,0.0464,20,6,5,False,True,False,False,False,True,False,False,False,False,True,False,False
36.0,0,30286.66,1,4,0.3664,0.0294,20,5,11,False,False,True,False,False,False,False,False,True,False,True,False,False
58.0,0,16543.76,2,4,0.169,0.0207,20,0,7,True,False,False,False,False,False,True,False,False,False,True,False,False
54.0,1,73608.96,0,6,0.1078,0.0349,20,0,7,False,False,True,False,False,False,False,False,False,True,False,False,True
36.0,0,85628.06,1,7,0.2281,0.0866,20,6,2,False,False,True,False,False,False,False,False,False,True,True,False,False
35.0,2,50626.77,0,1,0.1123,0.0739,20,1,9,True,False,False,False,True,False,False,False,False,False,False,True,False
62.0,1,52491.21,1,6,0.1678,0.026,20,3,8,True,False,False,False,False,False,False,False,False,True,False,False,True
49.0,0,80681.93,0,4,0.0407,0.0645,20,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False
34.0,1,52975.13,1,0,0.2058,0.0619,20,2,9,True,False,False,False,False,False,False,False,False,True,True,False,False
30.0,0,23649.91,0,5,0.1201,0.0445,20,5,8,False,False,True,False,False,False,True,False,False,False,False,False,True
32.0,1,61445.49,0,4,0.1484,0.0462,20,1,11,False,False,True,False,False,True,False,False,False,False,True,False,False
52.0,0,32883.51,1,3,0.4674,0.0369,20,2,3,False,False,False,True,False,True,False,False,False,False,False,True,False
50.0,0,70892.98,0,7,0.199,0.0218,20,0,4,True,False,False,False,False,False,False,True,False,False,False,True,False
36.0,0,30451.97,0,2,0.2768,0.0932,20,2,5,False,False,False,True,False,False,False,True,False,False,False,False,True
41.0,1,78029.16,1,5,0.1282,0.0594,20,4,6,False,True,False,False,True,False,False,False,False,False,False,False,True
47.0,1,24246.28,1,0,0.1739,0.0455,20,4,5,False,False,False,True,False,False,False,True,False,False,True,False,False
36.0,0,89306.17,0,4,0.0699,0.0729,20,5,7,False,False,False,True,False,False,False,True,False,False,False,True,False
34.0,2,44850.75,2,4,0.0437,0.0541,20,2,4,False,False,True,False,False,False,True,False,False,False,True,False,False
36.0,0,67482.81,2,5,0.1613,0.0382,20,6,5,False,False,True,False,False,False,False,False,False,True,True,False,False
36.0,1,53847.07,2,5,0.1724,0.0782,20,3,6,False,False,False,True,False,False,True,False,False,False,True,False,False
36.0,1,59542.25,0,3,0.1482,0.0668,20,4,11,False,False,False,True,False,False,False,True,False,False,True,False,False
24.0,2,60439.45,1,4,0.0941,0.0498,20,4,1,False,False,True,False,False,False,False,False,True,False,False,False,True
25.0,1,71136.5,1,4,0.3039,0.0241,20,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False
24.0,1,52550.03,2,4,0.108,0.0875,20,2,11,False,False,True,False,False,False,False,False,False,True,False,True,False
56.0,0,57069.65,2,8,0.2734,0.0348,20,6,12,False,True,False,False,False,False,False,False,True,False,False,False,True
43.0,1,40417.85,1,4,0.2777,0.0644,20,2,9,False,False,False,True,False,True,False,False,False,False,True,False,False
29.0,1,51053.18,0,9,0.1149,0.0489,20,4,7,False,True,False,False,True,False,False,False,False,False,True,False,False
21.0,1,66646.25,1,3,0.1804,0.0328,20,6,12,False,False,True,False,False,False,False,False,True,False,False,False,True
31.0,1,64781.55,1,6,0.3618,0.0453,20,0,10,False,False,True,False,False,True,False,False,False,False,False,False,True
19.0,1,76395.69,0,5,0.269,0.0456,20,1,10,True,False,False,False,False,False,False,True,False,False,True,False,False
49.0,1,56412.72,1,6,0.4156,0.0995,20,6,8,False,False,False,True,False,False,True,False,False,False,True,False,False
64.0,2,32983.01,1,8,0.0419,0.0471,20,2,11,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,2,52158.99,0,5,0.0393,0.0401,20,4,4,True,False,False,False,True,False,False,False,False,False,True,False,False
39.0,1,51021.58,1,2,0.291,0.0307,20,0,5,True,False,False,False,False,False,False,False,True,False,True,False,False
32.0,0,66466.98,2,10,0.2642,0.0758,20,4,7,False,False,False,True,False,True,False,False,False,False,False,False,True
28.0,1,44454.99,0,2,0.137,0.0617,20,6,12,False,True,False,False,False,False,False,False,True,False,False,True,False
61.0,0,28071.48,1,0,0.0878,0.0655,20,3,3,False,True,False,False,False,False,True,False,False,False,True,False,False
26.0,1,28763.74,2,2,0.0669,0.064,20,6,10,False,False,True,False,False,False,False,False,False,True,True,False,False
58.0,1,50315.69,0,4,0.3274,0.0272,20,4,12,False,False,False,True,True,False,False,False,False,False,False,False,True
18.0,1,31268.88,1,3,0.2906,0.036,20,5,7,False,False,True,False,True,False,False,False,False,False,False,False,True
30.0,1,35346.62,2,7,0.1574,0.0555,20,4,1,True,False,False,False,False,False,True,False,False,False,False,True,False
36.0,0,52155.54,2,4,0.1785,0.0676,20,4,12,False,True,False,False,False,False,False,True,False,False,True,False,False
37.0,1,45853.28,2,5,0.1437,0.096,20,6,12,False,True,False,False,False,False,True,False,False,False,False,True,False
36.0,0,3655.02,0,4,0.0887,0.078,20,0,10,True,False,False,False,False,False,False,False,True,False,False,False,True
59.0,1,77121.5,1,3,0.2533,0.0461,20,0,2,False,True,False,False,False,True,False,False,False,False,True,False,False
41.0,0,80207.66,1,1,0.263,0.0571,20,5,4,False,True,False,False,True,False,False,False,False,False,True,False,False
43.0,0,46083.06,2,5,0.1401,0.0289,20,2,9,False,False,True,False,False,False,False,False,True,False,False,False,True
39.0,2,71024.19,1,4,0.0501,0.0411,20,6,8,False,False,True,False,False,True,False,False,False,False,False,True,False
18.0,0,49211.19,0,4,0.0456,0.0512,20,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False
36.0,1,57716.3,1,3,0.1406,0.0445,20,1,5,True,False,False,False,False,False,False,False,True,False,False,False,True
62.0,1,49935.24,2,5,0.422,0.0364,20,6,9,False,True,False,False,False,False,False,True,False,False,False,True,False
35.0,1,68286.44,2,2,0.2034,0.0787,20,1,12,True,False,False,False,False,False,False,False,False,True,False,True,False
19.0,0,68843.74,0,5,0.1406,0.056,20,1,8,True,False,False,False,False,False,True,False,False,False,False,True,False
36.0,0,82128.0,2,0,0.1392,0.0481,20,5,7,False,False,False,True,False,False,False,True,False,False,False,True,False
24.0,0,59308.74,2,6,0.0673,0.0688,20,0,6,False,False,False,True,False,False,True,False,False,False,False,False,True
36.0,1,44919.9,1,8,0.2048,0.0544,20,4,1,False,True,False,False,True,False,False,False,False,False,False,True,False
47.0,0,79958.19,2,2,0.1546,0.0798,20,1,6,True,False,False,False,False,True,False,False,False,False,False,False,True
46.0,0,63819.26,1,7,0.0267,0.0238,20,3,9,False,True,False,False,False,False,False,False,False,True,False,False,True
21.0,1,58823.29,0,6,0.2242,0.0221,20,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False
44.0,0,29737.7,1,5,0.0582,0.0213,20,6,10,True,False,False,False,False,False,False,True,False,False,False,True,False
26.0,2,46532.28,1,5,0.1434,0.0172,20,5,7,True,False,False,False,False,True,False,False,False,False,False,False,True
34.0,0,15826.08,1,8,0.2792,0.0429,20,3,4,False,False,False,True,False,False,False,False,True,False,False,False,True
40.0,1,43480.68,2,7,0.1019,0.0613,20,4,6,True,False,False,False,False,False,True,False,False,False,False,False,True
28.0,1,9950.49,2,5,0.0785,0.0431,20,3,6,False,False,False,True,False,True,False,False,False,False,False,True,False
41.0,0,36586.15,2,4,0.1216,0.0637,20,1,12,False,True,False,False,True,False,False,False,False,False,False,False,True
36.0,1,63336.43,2,2,0.1329,0.0506,20,4,10,False,False,False,True,False,False,False,True,False,False,True,False,False
36.0,1,11688.08,0,5,0.4797,0.0146,20,0,10,False,False,False,True,False,False,True,False,False,False,False,True,False
34.0,1,43710.24,2,6,0.2775,0.0534,20,2,5,False,True,False,False,False,False,True,False,False,False,True,False,False
36.0,1,25086.16,1,3,0.0956,0.0666,20,1,11,False,False,True,False,False,False,False,False,False,True,False,False,True
36.0,1,24407.5,0,9,0.0769,0.0176,20,5,8,False,False,False,True,False,False,False,False,True,False,False,True,False
36.0,0,5818.11,1,8,0.1666,0.0565,20,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False
41.0,0,64793.21,2,4,0.0213,0.0732,20,0,6,False,True,False,False,True,False,False,False,False,False,False,True,False
36.0,1,50593.18,0,2,0.2274,0.0741,20,3,7,True,False,False,False,True,False,False,False,False,False,False,False,True
39.0,1,68867.82,1,7,0.2172,0.044,20,5,4,True,False,False,False,True,False,False,False,False,False,False,False,True
36.0,0,92462.54,2,4,0.1135,0.0425,20,1,9,False,False,False,True,False,False,True,False,False,False,False,False,True
52.0,0,28271.16,1,5,0.1511,0.0483,20,0,4,False,False,True,False,False,False,True,False,False,False,True,False,False
49.0,0,37939.1,0,3,0.2771,0.0293,20,4,5,False,False,False,True,False,False,False,False,False,True,True,False,False
23.0,0,56876.61,1,6,0.2307,0.0586,20,6,3,True,False,False,False,False,True,False,False,False,False,True,False,False
52.0,0,36782.69,0,6,0.1999,0.047,20,6,6,True,False,False,False,False,False,False,False,True,False,True,False,False
31.0,1,28274.77,0,3,0.1407,0.0585,20,6,5,False,False,True,False,False,False,False,False,True,False,False,False,True
36.0,1,77774.45,1,2,0.2449,0.0549,20,1,5,False,True,False,False,False,False,True,False,False,False,False,False,True
36.0,1,34022.69,2,7,0.0967,0.0518,20,0,11,False,False,False,True,False,False,False,True,False,False,False,True,False
46.0,0,76150.8,2,4,0.0572,0.0324,20,6,12,False,True,False,False,False,False,False,False,False,True,False,True,False
33.0,0,69104.25,2,7,0.0725,0.0492,20,6,4,False,False,False,True,False,False,False,False,True,False,False,False,True
48.0,1,56864.04,1,2,0.5951,0.0447,20,6,7,False,False,True,False,False,False,False,True,False,False,False,False,True
33.0,1,44030.79,1,6,0.2039,0.0805,20,4,12,False,True,False,False,False,False,False,False,True,False,False,False,True
39.0,1,47422.05,2,4,0.1507,0.0223,20,4,11,True,False,False,False,False,False,False,False,False,True,False,True,False
66.0,1,64799.27,0,4,0.059,0.0699,20,0,5,False,True,False,False,False,False,False,False,True,False,True,False,False
55.0,0,50463.8,1,4,0.3356,0.0498,20,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False
28.0,0,62900.96,2,2,0.1738,0.0527,20,5,9,True,False,False,False,False,True,False,False,False,False,False,True,False
40.0,1,23973.64,0,7,0.2413,0.0273,20,3,9,False,True,False,False,False,False,False,True,False,False,False,False,True
42.0,0,23951.01,1,6,0.1735,0.0,20,1,5,False,True,False,False,False,False,False,False,True,False,False,True,False
46.0,2,28008.12,0,1,0.1151,0.0568,20,2,3,True,False,False,False,False,False,False,True,False,False,True,False,False
36.0,1,45066.24,0,5,0.2095,0.0815,20,4,10,True,False,False,False,False,False,True,False,False,False,False,False,True
27.0,0,42448.01,1,8,0.2553,0.1074,20,3,1,False,True,False,False,False,False,True,False,False,False,True,False,False
34.0,2,59846.5,0,3,0.2374,0.0607,20,1,10,False,False,False,True,False,False,False,True,False,False,False,True,False
27.0,0,53388.81,1,3,0.1631,0.0459,20,1,1,False,False,False,True,True,False,False,False,False,False,False,False,True
60.0,1,68209.12,0,6,0.0646,0.0457,20,4,11,False,True,False,False,False,False,True,False,False,False,False,False,True
53.0,1,63331.01,2,2,0.4998,0.0422,20,2,5,True,False,False,False,False,False,False,False,False,True,False,True,False
31.0,2,39663.27,0,3,0.1422,0.0595,20,3,8,False,False,True,False,False,False,False,False,True,False,False,True,False
41.0,1,42475.91,2,2,0.1716,0.0408,20,4,4,False,False,False,True,True,False,False,False,False,False,False,False,True
32.0,2,31741.57,0,4,0.5405,0.0393,20,2,11,True,False,False,False,False,False,False,False,False,True,False,False,True
52.0,0,44422.42,1,4,0.1363,0.0443,20,5,9,False,False,False,True,False,False,True,False,False,False,False,True,False
50.0,0,40798.2,1,9,0.4928,0.0403,20,2,9,False,True,False,False,False,True,False,False,False,False,False,True,False
43.0,1,32351.04,2,5,0.2052,0.0275,20,4,12,False,True,False,False,False,False,True,False,False,False,True,False,False
48.0,0,60723.81,2,2,0.3749,0.0133,20,5,2,False,False,True,False,True,False,False,False,False,False,False,False,True
44.0,1,62226.38,1,4,0.4787,0.0873,20,4,3,True,False,False,False,False,True,False,False,False,False,False,False,True
52.0,1,76908.06,2,5,0.0409,0.0499,20,1,10,False,False,False,True,False,False,False,True,False,False,False,False,True
42.0,0,33449.17,0,5,0.2127,0.0692,20,3,5,True,False,False,False,False,False,True,False,False,False,False,False,True
37.0,2,59764.08,1,4,0.1387,0.0388,20,3,2,False,False,False,True,False,False,False,True,False,False,False,True,False
26.0,1,66410.84,0,2,0.126,0.0293,20,2,2,False,True,False,False,False,False,False,False,False,True,False,False,True
36.0,0,67596.79,2,4,0.1181,0.0618,20,5,10,False,False,False,True,False,False,False,False,True,False,True,False,False
34.0,1,37044.06,1,8,0.3685,0.0301,20,3,12,False,False,True,False,False,True,False,False,False,False,True,False,False
23.0,1,98149.92,2,7,0.044,0.0472,20,3,3,True,False,False,False,False,False,True,False,False,False,False,False,True
35.0,1,61577.1,0,3,0.1988,0.0331,20,6,2,False,True,False,False,False,False,False,True,False,False,False,True,False
52.0,0,49125.29,0,3,0.0933,0.0465,20,6,1,False,False,False,True,False,True,False,False,False,False,False,True,False
37.0,0,34841.96,2,2,0.1766,0.0549,20,3,8,False,False,False,True,True,False,False,False,False,False,False,False,True
28.0,1,69360.85,0,3,0.0851,0.0516,20,4,10,False,False,False,True,False,True,False,False,False,False,True,False,False
22.0,1,60080.92,1,6,0.137,0.0685,20,1,5,True,False,False,False,False,False,False,True,False,False,False,False,True
36.0,2,73272.16,0,3,0.165,0.0168,20,4,8,False,False,True,False,False,False,False,False,True,False,False,False,True
54.0,2,87543.49,2,10,0.12,0.0578,20,2,4,False,False,False,True,False,False,False,True,False,False,False,False,True
36.0,1,62400.85,2,6,0.2563,0.0323,20,1,12,False,False,False,True,False,False,False,True,False,False,False,True,False
20.0,0,81840.35,0,2,0.0764,0.0182,20,5,2,False,False,False,True,False,False,True,False,False,False,True,False,False
36.0,1,13005.27,2,6,0.3161,0.0523,20,5,5,True,False,False,False,False,False,False,False,True,False,False,False,True
30.0,0,33127.78,0,7,0.2169,0.0554,20,3,7,True,False,False,False,False,False,True,False,False,False,False,True,False
29.0,1,56299.95,2,6,0.3094,0.0144,20,0,6,False,False,False,True,False,False,False,False,True,False,False,True,False
28.0,0,40813.65,0,2,0.1342,0.0527,20,2,3,True,False,False,False,False,False,False,False,False,True,False,False,True
34.0,1,66947.44,2,4,0.2015,0.0942,20,1,9,False,False,False,True,False,False,True,False,False,False,False,False,True
22.0,1,50957.37,1,6,0.1206,0.0484,20,5,7,False,False,False,True,False,False,False,False,True,False,False,True,False
21.0,1,58809.82,0,5,0.2492,0.0692,20,2,4,True,False,False,False,False,False,False,False,False,True,True,False,False
62.0,1,56761.7,1,7,0.3795,0.0697,20,4,1,False,True,False,False,False,False,False,True,False,False,True,False,False
29.0,2,27400.01,1,2,0.089,0.0442,20,5,9,False,False,True,False,False,False,True,False,False,False,False,True,False
48.0,0,47533.78,2,8,0.2817,0.0634,20,0,10,False,True,False,False,False,True,False,False,False,False,True,False,False
22.0,2,31866.15,0,4,0.0634,0.04,20,2,7,False,True,False,False,False,False,False,False,True,False,False,False,True
59.0,1,58602.39,0,5,0.2273,0.0408,20,0,9,False,False,True,False,False,True,False,False,False,False,False,False,True
57.0,1,43067.26,0,8,0.0928,0.0625,20,3,7,False,False,True,False,False,True,False,False,False,False,True,False,False
38.0,1,28869.92,2,8,0.0214,0.012,20,4,12,False,False,True,False,False,False,False,True,False,False,True,False,False
18.0,1,55986.73,2,1,0.0153,0.0305,20,1,12,False,False,False,True,True,False,False,False,False,False,False,True,False
36.0,1,5551.44,0,3,0.1379,0.08,20,4,6,False,False,False,True,False,False,False,True,False,False,True,False,False
35.0,1,27727.66,0,2,0.3029,0.0557,20,4,12,False,True,False,False,False,False,False,True,False,False,False,False,True
38.0,0,39364.88,0,5,0.1764,0.0662,20,1,11,True,False,False,False,False,False,False,False,False,True,True,False,False
20.0,0,10826.15,0,2,0.1937,0.0286,20,3,1,False,False,False,True,False,False,True,False,False,False,False,False,True
36.0,0,75752.18,2,4,0.3384,0.0552,20,2,8,False,False,False,True,True,False,False,False,False,False,False,True,False
37.0,0,61067.6,1,9,0.2285,0.0567,20,6,5,False,False,False,True,False,False,True,False,False,False,False,True,False
34.0,1,67643.12,0,1,0.148,0.0449,20,5,11,False,False,False,True,False,False,False,True,False,False,False,False,True
35.0,2,73680.35,2,8,0.1019,0.0609,20,1,4,False,False,True,False,False,False,True,False,False,False,False,False,True
50.0,0,46006.85,1,6,0.2738,0.0754,20,0,4,False,True,False,False,False,False,True,False,False,False,True,False,False
36.0,0,15426.97,0,3,0.0923,0.0528,20,1,8,True,False,False,False,True,False,False,False,False,False,False,True,False
50.0,1,13016.13,0,6,0.1615,0.0335,20,2,8,True,False,False,False,False,True,False,False,False,False,True,False,False
23.0,1,60357.39,2,5,0.0887,0.033,20,5,12,False,True,False,False,True,False,False,False,False,False,False,False,True
29.0,1,85977.46,1,2,0.1342,0.0675,20,3,6,False,False,False,True,False,False,True,False,False,False,False,False,True
22.0,1,44953.89,1,7,0.0342,0.0408,20,5,8,False,False,False,True,True,False,False,False,False,False,False,True,False
36.0,0,40059.35,1,3,0.202,0.0552,20,3,2,False,False,False,True,False,False,True,False,False,False,False,False,True
36.0,0,21443.9,1,4,0.0751,0.0455,20,5,3,False,False,False,True,True,False,False,False,False,False,False,False,True
26.0,2,56799.15,1,9,0.0556,0.0159,20,1,8,False,False,False,True,False,True,False,False,False,False,False,True,False
27.0,2,64046.79,2,4,0.2003,0.0603,20,6,3,True,False,False,False,False,True,False,False,False,False,False,True,False
53.0,1,34003.66,1,8,0.0689,0.0601,20,5,2,True,False,False,False,False,True,False,False,False,False,False,True,False
37.0,1,64603.58,2,2,0.2363,0.0725,20,2,4,False,False,False,True,False,False,False,True,False,False,False,True,False
45.0,0,60724.84,1,4,0.0918,0.0339,20,3,8,False,False,False,True,False,False,True,False,False,False,False,False,True
35.0,1,67155.45,1,8,0.5208,0.0408,20,0,4,True,False,False,False,False,False,True,False,False,False,False,True,False
19.0,0,30365.04,1,4,0.0116,0.0533,20,6,9,True,False,False,False,False,False,False,False,False,True,False,True,False
48.0,2,30488.87,0,1,0.0994,0.1016,20,2,4,False,False,False,True,False,False,False,False,True,False,False,False,True
22.0,0,56598.52,2,3,0.1277,0.0436,20,3,11,True,False,False,False,False,False,False,True,False,False,True,False,False
27.0,1,79961.69,1,6,0.1099,0.0628,20,3,2,True,False,False,False,False,False,False,False,True,False,False,False,True
37.0,1,65910.86,2,3,0.2132,0.0382,20,2,6,False,True,False,False,False,False,False,False,True,False,False,True,False
49.0,1,66370.79,2,6,0.6806,0.058,20,4,6,True,False,False,False,False,True,False,False,False,False,False,True,False
31.0,0,51140.18,2,7,0.1862,0.0622,20,6,11,False,False,True,False,False,False,False,False,True,False,True,False,False
57.0,1,47095.13,1,9,0.3382,0.067,20,6,11,False,False,True,False,False,False,True,False,False,False,False,False,True
26.0,0,40802.97,0,6,0.0915,0.0253,20,0,5,True,False,False,False,False,False,False,False,True,False,True,False,False
44.0,2,40392.82,0,5,0.4046,0.063,20,1,9,False,True,False,False,False,False,False,True,False,False,True,False,False
35.0,0,36357.67,2,5,0.2242,0.0695,20,5,11,False,True,False,False,True,False,False,False,False,False,False,True,False
58.0,1,59265.82,0,1,0.3594,0.0787,20,4,8,False,False,False,True,False,True,False,False,False,False,False,True,False
38.0,0,49152.42,0,5,0.1495,0.0414,20,5,6,False,True,False,False,False,False,False,False,True,False,False,False,True
36.0,1,86284.2,1,5,0.0754,0.0491,20,1,11,True,False,False,False,False,False,False,False,True,False,True,False,False
51.0,1,77803.78,1,1,0.2564,0.0236,20,3,7,False,False,False,True,True,False,False,False,False,False,False,False,True
33.0,0,28604.22,2,4,0.0081,0.0304,20,6,10,False,True,False,False,False,False,False,True,False,False,True,False,False
26.0,1,49420.05,0,3,0.3064,0.066,20,2,4,True,False,False,False,False,False,False,False,False,True,False,True,False
53.0,0,37188.69,1,7,0.0929,0.0496,20,3,5,True,False,False,False,False,False,False,False,False,True,False,False,True
30.0,0,51506.26,1,6,0.1453,0.059,20,4,3,False,True,False,False,False,False,False,False,True,False,False,True,False
43.0,0,39459.38,2,2,0.2658,0.0531,20,3,11,False,False,False,True,False,True,False,False,False,False,False,True,False
23.0,1,53718.23,2,2,0.0547,0.0707,20,1,8,False,False,True,False,True,False,False,False,False,False,False,False,True
22.0,2,46673.42,1,6,0.1703,0.0745,20,1,7,False,True,False,False,False,True,False,False,False,False,False,True,False
62.0,1,60096.32,1,5,0.2057,0.0826,20,3,3,False,False,True,False,True,False,False,False,False,False,True,False,False
23.0,1,15355.57,1,6,0.1041,0.0517,20,1,4,True,False,False,False,False,True,False,False,False,False,True,False,False
26.0,1,82826.18,0,5,0.1943,0.04,20,0,9,False,True,False,False,False,True,False,False,False,False,False,True,False
36.0,0,35758.54,2,3,0.0625,0.0445,20,6,9,False,True,False,False,False,False,True,False,False,False,False,True,False
59.0,0,40167.0,2,8,0.1443,0.0764,20,3,8,False,True,False,False,False,False,True,False,False,False,False,True,False
40.0,0,66214.39,0,7,0.065,0.0346,20,3,4,False,True,False,False,False,False,True,False,False,False,True,False,False
38.0,0,69852.4,0,5,0.1241,0.0572,20,0,4,False,False,False,True,True,False,False,False,False,False,False,True,False
49.0,0,47894.71,0,7,0.1429,0.0812,20,6,6,False,False,False,True,False,True,False,False,False,False,False,False,True
36.0,0,48238.8,2,6,0.0484,0.0749,20,4,9,False,True,False,False,False,False,False,False,True,False,False,True,False
26.0,1,63374.7,2,7,0.2889,0.0596,20,5,1,False,False,False,True,False,False,False,True,False,False,True,False,False
